product_name,product_rating,product_current_price,product_url
Five Nights At Freddy's: Core Collection Switch Game,"Rating 4.900023 out of 5
(23)",£23.99,https://www.argos.co.uk/product/4844080
Bayonetta Origins: Cereza And The Lost Demon Switch Game,"Rating 4.600005 out of 5
(5)",£27.99,https://www.argos.co.uk/product/7123485
Avatar: The Last Airbender Quest For Balance Switch Game,"Rating 4.700003 out of 5
(3)",£23.99,https://www.argos.co.uk/product/5829152
Stranded Sails: Explorers Of The Cursed Islands Switch Game,"Rating 4.500004 out of 5
(4)",£8.99,https://www.argos.co.uk/product/7084407
Hotel Transylvania 3: Monsters Overboard Switch Game,"Rating 5.000001 out of 5
(1)",£9.99,https://www.argos.co.uk/product/5475214
My Universe Green Adventure: Farmer Friends Switch Game,"Rating 5.000001 out of 5
(1)",£11.99,https://www.argos.co.uk/product/4849803
Cobra Kai: The Karate Kid Saga Continues Switch Game,"Rating 4.000005 out of 5
(5)",£11.99,https://www.argos.co.uk/product/7126729
Rugrats Adventures In Gameland Switch Game Pre-Order,,£33.99,https://www.argos.co.uk/product/4847135
ACE COMBAT 7: Skies Unknown Deluxe Edition Switch Game,,£46.99,https://www.argos.co.uk/product/4660068
Hot Wheels Monster Trucks Stunt Mayhem Switch Game Pre-Order,,£29.99,https://www.argos.co.uk/product/4094885
The Grinch: Christmas Adventures Switch Game Pre-Order,,£32.99,https://www.argos.co.uk/product/3158306
Tintin Reporter: Cigars Of The Pharaoh Switch Game Pre-Order,,£43.99,https://www.argos.co.uk/product/2720137
TY Tasmanian Tiger Bush Rescue Bundle Dlx Ed Switch PreOrder,,£52.99,https://www.argos.co.uk/product/6820033
Asphalt Legends Unite Supercharged Edn Switch Game Pre-Order,,£31.99,https://www.argos.co.uk/product/5829705
Corpse Party II: Darkness Distortion Switch Game Pre-Order,,£44.99,https://www.argos.co.uk/product/5664843
TY the Tasmanian Tiger Bush Rescue Bundle Switch Pre-Order,,£34.99,https://www.argos.co.uk/product/4659103
TMNT: Mutants Unleashed Deluxe Edition Switch Game Pre-Order,,£54.99,https://www.argos.co.uk/product/4193841
Fantasy Life i The Girl Who Steals Time Switch Game PreOrder,,£35.99,https://www.argos.co.uk/product/4193494
Harry Potter Quidditch Champions Dlx Ed Switch Game PreOrder,,£29.99,https://www.argos.co.uk/product/4017329
Atari 50: The Anniversary Celebration Switch Game Pre-Order,,£34.99,https://www.argos.co.uk/product/4015699
oSplatoon 3 Switch Game + Expansion Pass + 3 Months NSO,,£52.99,https://www.argos.co.uk/product/4012049
A Little To The Left: Extra Tidy Edn Switch Game Pre-Order,,£29.99,https://www.argos.co.uk/product/3158461
Looney Tunes: Wacky World of Sports Switch Game Pre-Order,,£33.99,https://www.argos.co.uk/product/3111879
SWORD ART ONLINE Fractured Daydream Switch Game Pre-Order,,£49.99,https://www.argos.co.uk/product/3031227
Disney Magical World 2 Enchanted Edition Switch Game,,£19.99,https://www.argos.co.uk/product/3031100
Donkey Kong Country Returns HD Switch Game Pre-Order,,£42.99,https://www.argos.co.uk/product/2655020
Life is Strange: Double Exposure Switch Game Pre-Order,,£49.99,https://www.argos.co.uk/product/2654746
UFO Robot Grendizer The Feast Of The Wolves Switch Pre-Order,,£39.99,https://www.argos.co.uk/product/2252090
Monster High Skulltimate Secrets Switch Game Pre-Order,,£34.99,https://www.argos.co.uk/product/2079170
